xmin,ymin,xmax,ymax,Frame,Label
430,211,452,269,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_00959.jpeg,PedestrianNV
331,225,341,249,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_00959.jpeg,PedestrianNV
211,200,222,229,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_00964.jpeg,PedestrianNV
504,193,560,348,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_00965.jpeg,PedestrianNV
81,185,95,210,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_00980.jpeg,PedestrianNV
105,217,131,278,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_00984.jpeg,PedestrianNV
69,217,95,301,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_00991.jpeg,PedestrianNV
420,228,436,260,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_00999.jpeg,PedestrianNV
280,210,306,257,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_00999.jpeg,PedestrianNV
545,105,556,126,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01010.jpeg,PedestrianNV
211,98,230,116,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01010.jpeg,PedestrianNV
3,189,15,217,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01029.jpeg,PedestrianNV
213,246,223,268,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01030.jpeg,PedestrianNV
597,238,622,291,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01032.jpeg,PedestrianNV
555,200,583,235,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01032.jpeg,PedestrianNV
163,210,190,245,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01036.jpeg,PedestrianNV
451,226,463,246,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01041.jpeg,PedestrianNV
442,229,453,244,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01041.jpeg,PedestrianNV
481,202,512,288,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01042.jpeg,PedestrianNV
483,211,515,278,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01059.jpeg,PedestrianNV
352,216,367,250,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01087.jpeg,PedestrianNV
369,220,379,235,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01087.jpeg,PedestrianNV
410,209,448,295,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01130.jpeg,PedestrianNV
401,243,422,293,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01130.jpeg,PedestrianNV
20,212,33,247,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01134.jpeg,PedestrianNV
130,230,144,265,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01271.jpeg,PedestrianNV
159,217,172,245,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01293.jpeg,PedestrianNV
146,216,160,245,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01293.jpeg,PedestrianNV
52,212,66,228,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01303.jpeg,PedestrianNV
33,211,46,229,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01303.jpeg,PedestrianNV
340,239,348,258,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01387.jpeg,PedestrianNV
331,240,339,258,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01387.jpeg,PedestrianNV
230,216,245,245,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01388.jpeg,PedestrianNV
212,223,230,247,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01388.jpeg,PedestrianNV
385,240,399,257,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01390.jpeg,PedestrianNV
242,224,257,262,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01397.jpeg,PedestrianNV
257,224,270,260,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01397.jpeg,PedestrianNV
49,220,70,267,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01450.jpeg,PedestrianNV
0,221,22,267,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01450.jpeg,PedestrianNV
258,236,271,255,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01455.jpeg,PedestrianNV
565,164,623,290,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01500.jpeg,PedestrianNV
10,229,48,314,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01509.jpeg,PedestrianNV
514,205,558,330,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01511.jpeg,PedestrianNV
92,232,107,267,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01596.jpeg,PedestrianNV
159,232,171,262,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01619.jpeg,PedestrianNV
149,230,160,262,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01619.jpeg,PedestrianNV
350,232,366,254,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01649.jpeg,PedestrianNV
410,237,425,254,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01649.jpeg,PedestrianNV
380,230,394,250,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01649.jpeg,PedestrianNV
376,238,395,264,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01650.jpeg,PedestrianNV
402,246,424,279,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01651.jpeg,PedestrianNV
418,248,437,270,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01651.jpeg,PedestrianNV
488,250,503,277,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01651.jpeg,PedestrianNV
452,250,472,272,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01651.jpeg,PedestrianNV
445,246,465,286,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01652.jpeg,PedestrianNV
465,245,480,272,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01652.jpeg,PedestrianNV
590,254,606,277,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01652.jpeg,PedestrianNV
580,255,592,274,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01652.jpeg,PedestrianNV
565,253,582,275,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01652.jpeg,PedestrianNV
545,249,561,277,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01652.jpeg,PedestrianNV
537,251,549,278,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01652.jpeg,PedestrianNV
499,252,518,270,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01652.jpeg,PedestrianNV
511,252,533,300,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01653.jpeg,PedestrianNV
528,252,545,286,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01653.jpeg,PedestrianNV
545,258,563,282,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01653.jpeg,PedestrianNV
598,236,633,271,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01654.jpeg,PedestrianNV
43,190,106,280,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01656.jpeg,PedestrianNV
159,181,210,277,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01657.jpeg,PedestrianNV
300,181,358,275,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01658.jpeg,PedestrianNV
74,196,132,287,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01658.jpeg,PedestrianNV
3,192,67,292,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01659.jpeg,PedestrianNV
222,180,274,292,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01659.jpeg,PedestrianNV
472,163,528,278,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01659.jpeg,PedestrianNV
386,176,444,286,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01660.jpeg,PedestrianNV
143,187,198,296,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01660.jpeg,PedestrianNV
312,179,381,295,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01661.jpeg,PedestrianNV
575,174,631,294,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01661.jpeg,PedestrianNV
504,184,566,303,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01662.jpeg,PedestrianNV
0,178,92,330,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01662.jpeg,PedestrianNV
181,169,272,330,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01663.jpeg,PedestrianNV
371,169,448,324,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01664.jpeg,PedestrianNV
16,170,102,323,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01664.jpeg,PedestrianNV
587,164,639,319,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01665.jpeg,PedestrianNV
212,147,309,333,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01665.jpeg,PedestrianNV
0,153,65,317,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01666.jpeg,PedestrianNV
430,166,533,327,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01666.jpeg,PedestrianNV
182,154,256,327,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01667.jpeg,PedestrianNV
89,177,158,326,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01668.jpeg,PedestrianNV
408,159,474,316,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01668.jpeg,PedestrianNV
333,168,397,306,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01669.jpeg,PedestrianNV
85,177,148,332,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01670.jpeg,PedestrianNV
556,168,632,319,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01670.jpeg,PedestrianNV
291,179,360,334,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01671.jpeg,PedestrianNV
1,176,73,317,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01671.jpeg,PedestrianNV
515,178,577,326,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01672.jpeg,PedestrianNV
169,171,265,320,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01672.jpeg,PedestrianNV
0,170,42,266,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01673.jpeg,PedestrianNV
369,173,468,320,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01673.jpeg,PedestrianNV
562,173,638,324,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01674.jpeg,PedestrianNV
158,171,239,334,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01674.jpeg,PedestrianNV
408,171,470,335,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01675.jpeg,PedestrianNV
17,181,102,321,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01675.jpeg,PedestrianNV
193,178,276,328,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01676.jpeg,PedestrianNV
394,179,480,339,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01677.jpeg,PedestrianNV
83,191,169,332,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01677.jpeg,PedestrianNV
0,157,56,234,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01678.jpeg,PedestrianNV
252,189,347,344,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01678.jpeg,PedestrianNV
595,178,639,321,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01678.jpeg,PedestrianNV
481,190,574,336,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01679.jpeg,PedestrianNV
121,147,220,310,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01679.jpeg,PedestrianNV
308,149,408,312,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01680.jpeg,PedestrianNV
75,168,169,342,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01681.jpeg,PedestrianNV
500,153,600,311,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01681.jpeg,PedestrianNV
260,165,354,346,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01682.jpeg,PedestrianNV
465,165,559,346,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01683.jpeg,PedestrianNV
114,139,212,322,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01683.jpeg,PedestrianNV
1,169,79,336,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01684.jpeg,PedestrianNV
312,141,421,327,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01684.jpeg,PedestrianNV
525,141,637,340,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01685.jpeg,PedestrianNV
220,175,304,336,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01685.jpeg,PedestrianNV
459,176,554,342,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01686.jpeg,PedestrianNV
56,165,156,361,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01686.jpeg,PedestrianNV
293,163,392,363,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01687.jpeg,PedestrianNV
0,160,85,349,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01688.jpeg,PedestrianNV
552,162,636,367,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01688.jpeg,PedestrianNV
331,127,451,379,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01689.jpeg,PedestrianNV
2,137,131,350,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01689.jpeg,PedestrianNV
299,118,439,363,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01690.jpeg,PedestrianNV
585,178,639,323,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01692.jpeg,PedestrianNV
532,212,561,295,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01692.jpeg,PedestrianNV
465,222,492,286,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01692.jpeg,PedestrianNV
434,217,455,272,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01692.jpeg,PedestrianNV
404,217,421,261,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01692.jpeg,PedestrianNV
419,223,435,261,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01692.jpeg,PedestrianNV
544,203,590,306,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01693.jpeg,PedestrianNV
454,221,482,282,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01693.jpeg,PedestrianNV
422,209,450,272,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01693.jpeg,PedestrianNV
392,213,411,257,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01693.jpeg,PedestrianNV
369,219,382,248,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01693.jpeg,PedestrianNV
595,196,639,314,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01694.jpeg,PedestrianNV
481,217,509,294,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01694.jpeg,PedestrianNV
430,209,465,274,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01694.jpeg,PedestrianNV
397,210,426,258,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01694.jpeg,PedestrianNV
385,220,398,250,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01694.jpeg,PedestrianNV
372,217,385,248,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01694.jpeg,PedestrianNV
523,209,554,311,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01695.jpeg,PedestrianNV
444,202,470,279,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01695.jpeg,PedestrianNV
428,217,444,252,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01695.jpeg,PedestrianNV
392,208,415,266,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01695.jpeg,PedestrianNV
364,214,379,252,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01695.jpeg,PedestrianNV
345,214,359,232,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01695.jpeg,PedestrianNV
595,208,639,328,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01696.jpeg,PedestrianNV
475,201,517,295,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01696.jpeg,PedestrianNV
450,218,478,284,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01696.jpeg,PedestrianNV
399,211,430,274,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_01696.jpeg,PedestrianNV
